#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TGFBR2	GAPDH	4442197	4433451	9606.ENSP00000351905	9606.ENSP00000229239	0	0	0	0	0	0.084	0	0.433	0.458
IL17F	CREM	4440787	4435595	9606.ENSP00000337432	9606.ENSP00000265372	0	0	0	0	0	0.379	0	0.164	0.458
VDR	TLR4	4450226	4444300	9606.ENSP00000447173	9606.ENSP00000363089	0	0	0	0	0	0.058	0	0.448	0.458
CD19	IL6R	4449841	4443110	9606.ENSP00000437940	9606.ENSP00000357470	0	0	0	0	0.061	0	0	0.447	0.458
CYLD	SERPINE1	4447722	4433266	9606.ENSP00000392025	9606.ENSP00000223095	0	0	0	0	0	0	0	0.458	0.458
SERPINE1	MAPK1	4433266	4432880	9606.ENSP00000223095	9606.ENSP00000215832	0	0	0	0	0	0	0	0.458	0.458
NT5E	GZMB	4434567	4432950	9606.ENSP00000257770	9606.ENSP00000216341	0	0	0	0	0	0	0	0.458	0.458
CYP1A1	HSPA4	4445265	4437917	9606.ENSP00000369050	9606.ENSP00000302961	0	0	0	0	0	0.261	0	0.297	0.458
IL23R	TLR2	4439435	4434743	9606.ENSP00000321345	9606.ENSP00000260010	0	0	0	0	0.061	0	0	0.447	0.458
CYLD	NFKB1	4447722	4433374	9606.ENSP00000392025	9606.ENSP00000226574	0	0	0	0	0.088	0.063	0	0.416	0.458
PRDM1	LGALS3	4443256	4434352	9606.ENSP00000358092	9606.ENSP00000254301	0	0	0	0	0	0	0	0.458	0.458
PANX1	MEFV	4433395	4433096	9606.ENSP00000227638	9606.ENSP00000219596	0	0	0	0	0	0	0	0.458	0.458
TNFRSF1B	ACE	4444700	4436887	9606.ENSP00000365435	9606.ENSP00000290866	0	0	0	0	0.061	0	0	0.447	0.458
IL10	IL1RL1	4448642	4433610	9606.ENSP00000412237	9606.ENSP00000233954	0	0	0	0	0.062	0	0	0.446	0.458
BMP7	ALB	4446466	4437206	9606.ENSP00000379204	9606.ENSP00000295897	0	0	0	0	0	0	0	0.458	0.458
ATG5	RIPK3	4443253	4432942	9606.ENSP00000358072	9606.ENSP00000216274	0	0	0	0	0	0.129	0	0.403	0.458
NCF4	LEP	4446646	4438805	9606.ENSP00000380334	9606.ENSP00000312652	0	0	0	0	0	0	0	0.458	0.458
TNF	CCR9	4448041	4442025	9606.ENSP00000398698	9606.ENSP00000350256	0	0	0	0	0.055	0	0	0.450	0.458
NLRP1	TNF	4451305	4448041	9606.ENSP00000478516	9606.ENSP00000398698	0	0	0	0	0.061	0	0	0.446	0.458
TRAF6	CSF2	4449680	4437349	9606.ENSP00000433623	9606.ENSP00000296871	0	0	0	0	0	0	0	0.458	0.458
GDNF	NOTCH1	4448501	4436260	9606.ENSP00000409007	9606.ENSP00000277541	0	0	0	0	0	0	0	0.458	0.458
IL34	IRF8	4447995	4435834	9606.ENSP00000397863	9606.ENSP00000268638	0	0	0	0	0	0	0	0.458	0.458
CSF2	MAPK14	4437349	4433482	9606.ENSP00000296871	9606.ENSP00000229795	0	0	0	0	0	0	0	0.458	0.458
RSPO2	CPEB4	4436239	4435555	9606.ENSP00000276659	9606.ENSP00000265085	0	0	0	0	0	0	0	0.458	0.458
S100A12	CLEC12A	4443165	4441774	9606.ENSP00000357726	9606.ENSP00000347916	0	0	0	0	0.431	0	0	0.087	0.458
PTPRC	THBD	4448605	4444829	9606.ENSP00000411355	9606.ENSP00000366307	0	0	0	0	0.061	0	0	0.447	0.458
FN1	IL21	4441661	4435442	9606.ENSP00000346839	9606.ENSP00000264497	0	0	0	0	0	0	0	0.458	0.458
GALM	GAPDH	4436012	4433451	9606.ENSP00000272252	9606.ENSP00000229239	0.079	0	0	0	0.061	0	0	0.424	0.458
SMAD7	TIMP1	4435020	4433052	9606.ENSP00000262158	9606.ENSP00000218388	0	0	0	0	0.049	0	0	0.454	0.458
NGF	TNFRSF1A	4443338	4432688	9606.ENSP00000358525	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.447	0.458
TNFRSF1B	HLA-DRB1	4444700	4442321	9606.ENSP00000365435	9606.ENSP00000353099	0	0	0	0	0.135	0	0	0.400	0.458
SOCS1	CCL2	4440100	4433339	9606.ENSP00000329418	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.445	0.457
GHR	GHSR	4451768	4433795	9606.ENSP00000483403	9606.ENSP00000241256	0	0	0	0	0	0	0	0.457	0.457
ITGB2	ETS1	4446737	4446058	9606.ENSP00000380948	9606.ENSP00000376436	0	0	0	0	0.081	0	0	0.433	0.457
CD274	HLA-C	4445568	4444694	9606.ENSP00000370989	9606.ENSP00000365402	0	0	0	0	0.096	0	0	0.424	0.457
CCL7	GAPDH	4445079	4433451	9606.ENSP00000367832	9606.ENSP00000229239	0	0	0	0	0.053	0	0	0.450	0.457
CRB1	NOTCH1	4442871	4436260	9606.ENSP00000356370	9606.ENSP00000277541	0	0	0	0.636	0	0.412	0	0.246	0.457
PTPRC	IL6R	4448605	4443110	9606.ENSP00000411355	9606.ENSP00000357470	0	0	0	0	0.102	0	0	0.421	0.457
MT-CO2	GAPDH	4442560	4433451	9606.ENSP00000354876	9606.ENSP00000229239	0	0	0	0	0	0	0	0.457	0.457
TNF	SLPI	4448041	4441219	9606.ENSP00000398698	9606.ENSP00000342082	0	0	0	0	0.062	0	0	0.445	0.457
CYP2A6	NR3C1	4437722	4433539	9606.ENSP00000301141	9606.ENSP00000231509	0	0	0	0	0	0.326	0	0.228	0.457
CFB	APOA1	4448835	4433668	9606.ENSP00000416561	9606.ENSP00000236850	0	0	0	0	0.118	0	0	0.410	0.457
TLR3	NFKBIA	4437339	4432983	9606.ENSP00000296795	9606.ENSP00000216797	0	0	0	0	0	0.070	0	0.441	0.457
TLR4	LRRK2	4444300	4437526	9606.ENSP00000363089	9606.ENSP00000298910	0	0	0	0	0.214	0.131	0	0.269	0.457
IL33	CXCL9	4445550	4442567	9606.ENSP00000370842	9606.ENSP00000354901	0	0	0	0	0.070	0	0	0.441	0.457
IL6	LAMP1	4447254	4440443	9606.ENSP00000385675	9606.ENSP00000333298	0	0	0	0	0	0	0	0.457	0.457
IRF5	IL4	4441969	4433533	9606.ENSP00000349770	9606.ENSP00000231449	0	0	0	0	0	0	0	0.457	0.457
RIT1	MAP2K1	4443082	4437859	9606.ENSP00000357305	9606.ENSP00000302486	0	0	0	0	0.062	0.192	0	0.341	0.457
CASP3	EGR1	4438651	4433758	9606.ENSP00000311032	9606.ENSP00000239938	0	0	0	0	0	0.050	0	0.452	0.457
KRT8	CDH3	4450285	4435356	9606.ENSP00000449404	9606.ENSP00000264012	0	0	0	0	0.094	0	0	0.426	0.457
IL1A	TNFRSF1A	4435240	4432688	9606.ENSP00000263339	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.446	0.457
S100A9	CCR5	4443166	4436956	9606.ENSP00000357727	9606.ENSP00000292303	0	0	0	0	0.347	0	0	0.203	0.457
CD44	TLR1	4448037	4442576	9606.ENSP00000398632	9606.ENSP00000354932	0	0	0	0	0.098	0	0	0.422	0.457
IL13	IGF1	4438088	4437883	9606.ENSP00000304915	9606.ENSP00000302665	0	0	0	0	0	0	0	0.457	0.457
FCGR3A	CX3CR1	4442995	4442101	9606.ENSP00000356946	9606.ENSP00000351059	0	0	0	0	0.299	0	0	0.258	0.457
HLA-C	PSMB10	4444694	4442129	9606.ENSP00000365402	9606.ENSP00000351314	0	0	0	0	0.117	0	0	0.410	0.457
GRK5	NFKB1	4446086	4433374	9606.ENSP00000376609	9606.ENSP00000226574	0	0	0	0	0	0.064	0	0.443	0.457
DKK1	IL13	4444299	4438088	9606.ENSP00000363081	9606.ENSP00000304915	0	0	0	0	0	0	0	0.457	0.457
LCN2	SLC11A1	4444080	4433583	9606.ENSP00000362108	9606.ENSP00000233202	0	0	0	0	0.062	0	0	0.445	0.457
FUT2	NOD2	4447509	4437679	9606.ENSP00000387498	9606.ENSP00000300589	0	0	0	0	0	0	0	0.457	0.457
SDC1	MMP2	4445506	4433061	9606.ENSP00000370542	9606.ENSP00000219070	0	0	0	0	0.102	0	0	0.421	0.457
TNFRSF9	ITGAM	4451323	4449997	9606.ENSP00000478699	9606.ENSP00000441691	0	0	0	0	0.063	0	0	0.445	0.457
TYK2	ERAP1	4449608	4437331	9606.ENSP00000431885	9606.ENSP00000296754	0	0	0	0	0.062	0	0	0.445	0.457
TSLP	SERPINE1	4440990	4433266	9606.ENSP00000339804	9606.ENSP00000223095	0	0	0	0	0.069	0	0	0.441	0.457
HNF4A	C3	4438830	4433951	9606.ENSP00000312987	9606.ENSP00000245907	0	0	0	0	0.062	0.379	0	0.143	0.457
NOTCH1	SEMA6A	4436260	4434546	9606.ENSP00000277541	9606.ENSP00000257414	0	0	0	0	0	0.084	0	0.432	0.457
NR1H4	ADIPOQ	4450225	4447630	9606.ENSP00000447149	9606.ENSP00000389814	0	0	0	0	0	0	0	0.457	0.457
IL17A	EP300	4441397	4435224	9606.ENSP00000344192	9606.ENSP00000263253	0	0	0	0	0	0.261	0	0.296	0.457
PPP2R3C	FAM118A	4434883	4432929	9606.ENSP00000261475	9606.ENSP00000216214	0	0	0	0	0	0	0	0.457	0.457
ITGAX	IL23R	4450468	4439435	9606.ENSP00000454623	9606.ENSP00000321345	0	0	0	0	0.049	0	0	0.452	0.457
STAT5A	RPS6KB1	4441128	4433324	9606.ENSP00000341208	9606.ENSP00000225577	0	0	0	0	0.061	0	0	0.446	0.457
IL15	ULBP1	4437305	4433477	9606.ENSP00000296545	9606.ENSP00000229708	0	0	0	0	0	0	0	0.457	0.457
CD44	CCL21	4448037	4434713	9606.ENSP00000398632	9606.ENSP00000259607	0	0	0	0	0	0	0	0.457	0.457
CD163	NOS2	4442211	4439909	9606.ENSP00000352071	9606.ENSP00000327251	0	0	0	0	0	0	0	0.457	0.457
CXCR3	IRF1	4444247	4433930	9606.ENSP00000362795	9606.ENSP00000245414	0	0	0	0	0.098	0	0	0.423	0.457
LTA	IL21	4448275	4435442	9606.ENSP00000403495	9606.ENSP00000264497	0	0	0	0	0	0	0	0.457	0.457
TLR4	STAT5B	4444300	4437006	9606.ENSP00000363089	9606.ENSP00000293328	0	0	0	0	0.051	0.083	0	0.426	0.457
IRF5	IL12RB2	4441969	4435061	9606.ENSP00000349770	9606.ENSP00000262345	0	0	0	0	0	0	0	0.458	0.457
IDO1	GPR35	4449569	4448621	9606.ENSP00000430950	9606.ENSP00000411788	0	0	0	0	0	0	0	0.457	0.457
CCR3	ICAM1	4449993	4435501	9606.ENSP00000441600	9606.ENSP00000264832	0	0	0	0	0	0	0	0.457	0.457
APOA4	ALPI	4442050	4437156	9606.ENSP00000350425	9606.ENSP00000295463	0	0	0	0	0.437	0	0	0.074	0.457
PTPRC	B7RP1	4448605	4440959	9606.ENSP00000411355	9606.ENSP00000339477	0	0	0	0	0.063	0	0	0.445	0.457
RELA	CD69	4447098	4433409	9606.ENSP00000384273	9606.ENSP00000228434	0	0	0	0	0	0.342	0	0.210	0.457
NOD2	CCR5	4437679	4436956	9606.ENSP00000300589	9606.ENSP00000292303	0	0	0	0	0.266	0	0	0.291	0.457
MTRR	DECR1	4435473	4433130	9606.ENSP00000264668	9606.ENSP00000220764	0	0	0	0	0.061	0	0	0.446	0.457
TYK2	FN1	4449608	4441661	9606.ENSP00000431885	9606.ENSP00000346839	0	0	0	0	0.061	0.332	0	0.205	0.457
VEGFA	SOCS3	4451310	4440175	9606.ENSP00000478570	9606.ENSP00000330341	0	0	0	0	0.061	0	0	0.446	0.457
VDR	FOXP3	4450226	4444690	9606.ENSP00000447173	9606.ENSP00000365380	0	0	0	0	0	0.102	0	0.420	0.457
CD19	CD163	4449841	4442211	9606.ENSP00000437940	9606.ENSP00000352071	0	0	0	0	0.061	0	0	0.446	0.457
GRAP2	RAC2	4440932	4434085	9606.ENSP00000339186	9606.ENSP00000249071	0	0	0	0	0.226	0.124	0	0.264	0.457
CD40	PTGS2	4443911	4442894	9606.ENSP00000361359	9606.ENSP00000356438	0	0	0	0	0.063	0	0	0.444	0.456
IL2RA	IL16	4445295	4437914	9606.ENSP00000369293	9606.ENSP00000302935	0	0	0	0	0.069	0	0	0.440	0.456
HLA-A	GZMB	4446577	4432950	9606.ENSP00000379873	9606.ENSP00000216341	0	0	0	0	0.070	0	0	0.440	0.456
SDC1	THBD	4445506	4444829	9606.ENSP00000370542	9606.ENSP00000366307	0	0	0	0	0.059	0	0	0.446	0.456
CHEK2	TYMS	4445704	4439011	9606.ENSP00000372023	9606.ENSP00000315644	0	0	0	0	0.210	0.050	0	0.333	0.456
ALB	CXCL16	4437206	4437032	9606.ENSP00000295897	9606.ENSP00000293778	0	0	0	0	0	0	0	0.456	0.456
ITGAX	FASLG	4450468	4442944	9606.ENSP00000454623	9606.ENSP00000356694	0	0	0	0	0.069	0	0	0.440	0.456
NF1	RASGRP1	4442095	4438572	9606.ENSP00000351015	9606.ENSP00000310244	0	0	0	0	0.063	0.187	0	0.344	0.456
ICAM1	TNFSF9	4435501	4433948	9606.ENSP00000264832	9606.ENSP00000245817	0	0	0	0	0.069	0	0	0.440	0.456
FN1	EGR1	4441661	4433758	9606.ENSP00000346839	9606.ENSP00000239938	0	0	0	0	0.061	0	0	0.444	0.456
DENND1B	STAT4	4451425	4446006	9606.ENSP00000479816	9606.ENSP00000376134	0	0	0	0	0.061	0	0	0.445	0.456
FOXP3	SMAD7	4444690	4435020	9606.ENSP00000365380	9606.ENSP00000262158	0	0	0	0	0	0.130	0	0.401	0.456
CCL19	IFNG	4438451	4433446	9606.ENSP00000308815	9606.ENSP00000229135	0	0	0	0	0.086	0	0	0.429	0.456
CX3CR1	CD69	4442101	4433409	9606.ENSP00000351059	9606.ENSP00000228434	0	0	0	0	0.110	0	0	0.414	0.456
CCL4	CD14	4451651	4438033	9606.ENSP00000482259	9606.ENSP00000304236	0	0	0	0	0.327	0	0	0.225	0.456
TLR8	MAP3K8	4438750	4435185	9606.ENSP00000312082	9606.ENSP00000263056	0	0	0	0	0.089	0.169	0	0.339	0.456
CXCL8	CD14	4438229	4438033	9606.ENSP00000306512	9606.ENSP00000304236	0	0	0	0	0.108	0	0	0.414	0.456
UBASH3A	IFIH1	4439118	4435285	9606.ENSP00000317327	9606.ENSP00000263642	0	0	0	0	0.066	0	0	0.441	0.456
SOCS1	TOLLIP	4440100	4438950	9606.ENSP00000329418	9606.ENSP00000314733	0	0	0	0	0	0	0	0.456	0.456
FCGR3B	S100A4	4449681	4443158	9606.ENSP00000433642	9606.ENSP00000357705	0	0	0	0	0.088	0	0	0.428	0.456
SOCS1	IFIH1	4440100	4435285	9606.ENSP00000329418	9606.ENSP00000263642	0	0	0	0	0.095	0	0	0.424	0.456
DLG5	LRRK2	4443928	4437526	9606.ENSP00000361467	9606.ENSP00000298910	0.046	0	0	0	0	0.371	0	0.166	0.456
TNFRSF9	CD226	4451323	4436365	9606.ENSP00000478699	9606.ENSP00000280200	0	0	0	0	0.099	0	0	0.421	0.456
NSF	BSN	4446795	4437282	9606.ENSP00000381293	9606.ENSP00000296452	0	0	0	0	0.097	0	0	0.422	0.456
TGFBR2	SERPINE1	4442197	4433266	9606.ENSP00000351905	9606.ENSP00000223095	0	0	0	0	0.098	0	0	0.422	0.456
KNG1	EGR1	4435537	4433758	9606.ENSP00000265023	9606.ENSP00000239938	0	0	0	0	0	0	0	0.456	0.456
CXCL16	IL4	4437032	4433533	9606.ENSP00000293778	9606.ENSP00000231449	0	0	0	0	0	0	0	0.456	0.456
ENSG00000255819	CD33	4451508	4435042	9606.ENSP00000480609	9606.ENSP00000262262	0	0	0	0	0.065	0	0	0.442	0.456
MBL2	VTN	4444298	4433357	9606.ENSP00000363079	9606.ENSP00000226218	0	0	0	0	0.229	0	0	0.324	0.456
FOXP3	MMP9	4444690	4443919	9606.ENSP00000365380	9606.ENSP00000361405	0	0	0	0	0.064	0	0	0.443	0.456
IL10	IL18R1	4448642	4447483	9606.ENSP00000412237	9606.ENSP00000387211	0	0	0	0	0	0	0	0.456	0.456
TNFRSF1B	CD163	4444700	4442211	9606.ENSP00000365435	9606.ENSP00000352071	0	0	0	0	0.147	0	0	0.389	0.456
STAT4	ICAM1	4446006	4435501	9606.ENSP00000376134	9606.ENSP00000264832	0	0	0	0	0	0	0	0.456	0.456
IL37	IL4	4435238	4433533	9606.ENSP00000263326	9606.ENSP00000231449	0	0	0	0	0	0	0	0.456	0.456
TLR9	NFKBIA	4442410	4432983	9606.ENSP00000353874	9606.ENSP00000216797	0	0	0	0	0	0.070	0	0.440	0.456
HSPA1A	MT2A	4444600	4433922	9606.ENSP00000364802	9606.ENSP00000245185	0	0	0	0	0.079	0.102	0	0.395	0.456
ATG4A	NLRP3	4443903	4440784	9606.ENSP00000361306	9606.ENSP00000337383	0	0	0	0	0	0	0	0.456	0.456
CCR3	IL16	4449993	4437914	9606.ENSP00000441600	9606.ENSP00000302935	0	0	0	0	0.090	0.084	0	0.400	0.456
APOE	IFNG	4434227	4433446	9606.ENSP00000252486	9606.ENSP00000229135	0	0	0	0	0	0	0	0.456	0.456
TNFAIP3	TLR8	4451592	4438750	9606.ENSP00000481570	9606.ENSP00000312082	0	0	0	0	0.088	0	0	0.429	0.456
LAMP1	P4HB	4440443	4439955	9606.ENSP00000333298	9606.ENSP00000327801	0	0	0	0	0.124	0	0	0.404	0.456
ITGAX	TNFRSF1A	4450468	4432688	9606.ENSP00000454623	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.445	0.456
CTGF	LAMB1	4442998	4433228	9606.ENSP00000356954	9606.ENSP00000222399	0	0	0	0	0.289	0	0	0.266	0.456
CYP2J2	DECR1	4443694	4433130	9606.ENSP00000360247	9606.ENSP00000220764	0	0	0	0	0	0.059	0	0.446	0.456
MAP2K1	MMP2	4437859	4433061	9606.ENSP00000302486	9606.ENSP00000219070	0	0	0	0	0	0	0	0.456	0.456
APAF1	HSPA1B	4450251	4444599	9606.ENSP00000448165	9606.ENSP00000364801	0	0	0	0	0	0.294	0	0.261	0.456
NR2C2	EP300	4451739	4435224	9606.ENSP00000483059	9606.ENSP00000263253	0	0	0	0	0.142	0.343	0	0.111	0.455
IL6R	IL17F	4443110	4440787	9606.ENSP00000357470	9606.ENSP00000337432	0	0	0	0	0	0	0	0.455	0.455
PAEP	SMAD3	4448936	4440414	9606.ENSP00000417898	9606.ENSP00000332973	0	0	0	0	0	0.270	0	0.284	0.455
PTPRC	ABCG2	4448605	4433689	9606.ENSP00000411355	9606.ENSP00000237612	0	0	0	0	0.062	0	0	0.443	0.455
CD44	IL3RA	4448037	4439962	9606.ENSP00000398632	9606.ENSP00000327890	0	0	0	0	0.061	0	0	0.444	0.455
CXCR4	CTGF	4447439	4442998	9606.ENSP00000386884	9606.ENSP00000356954	0	0	0	0	0.061	0	0	0.444	0.455
IL18R1	CTLA4	4447483	4438004	9606.ENSP00000387211	9606.ENSP00000303939	0	0	0	0	0.064	0	0	0.442	0.455
TLR3	IL1A	4437339	4435240	9606.ENSP00000296795	9606.ENSP00000263339	0	0	0	0	0.061	0	0	0.444	0.455
MUC13	VIL1	4451907	4434057	9606.ENSP00000485028	9606.ENSP00000248444	0	0	0	0	0.227	0	0	0.324	0.455
IL9	SELL	4436141	4433660	9606.ENSP00000274520	9606.ENSP00000236147	0	0	0	0	0	0	0	0.455	0.455
CCL4	CASP1	4451651	4449658	9606.ENSP00000482259	9606.ENSP00000433138	0	0	0	0	0.175	0	0	0.366	0.455
IL16	HGF	4437914	4433227	9606.ENSP00000302935	9606.ENSP00000222390	0	0	0	0	0.069	0	0	0.439	0.455
PCNA	ISG20	4445167	4438236	9606.ENSP00000368458	9606.ENSP00000306565	0.093	0	0	0	0	0.338	0	0.166	0.455
FHIT	RUNX3	4448899	4446960	9606.ENSP00000417480	9606.ENSP00000382800	0	0	0	0	0	0	0	0.455	0.455
CXCR3	MMP9	4444247	4443919	9606.ENSP00000362795	9606.ENSP00000361405	0	0	0	0	0.078	0.064	0	0.419	0.455
TNFAIP3	TLR3	4451592	4437339	9606.ENSP00000481570	9606.ENSP00000296795	0	0	0	0	0.061	0	0	0.444	0.455
CCL3L3	CXCL9	4451503	4442567	9606.ENSP00000480558	9606.ENSP00000354901	0	0	0	0	0.109	0	0	0.413	0.455
CCL5	CASP3	4451102	4438651	9606.ENSP00000474412	9606.ENSP00000311032	0	0	0	0	0	0	0	0.455	0.455
CD300LF	NCF4	4450664	4446646	9606.ENSP00000462309	9606.ENSP00000380334	0	0	0	0	0.455	0	0	0	0.455
MNAT1	TBPL1	4434842	4433679	9606.ENSP00000261245	9606.ENSP00000237264	0	0	0	0	0.087	0.386	0	0.105	0.455
FGFR1OP	GPR29	4442752	4441381	9606.ENSP00000355812	9606.ENSP00000343952	0	0	0	0	0	0	0	0.455	0.455
NR1H4	IL6	4450225	4447254	9606.ENSP00000447149	9606.ENSP00000385675	0	0	0	0	0	0	0	0.455	0.455
CASP3	S100B	4438651	4436930	9606.ENSP00000311032	9606.ENSP00000291700	0	0	0	0	0	0	0	0.455	0.455
NGF	NR5A2	4443338	4442866	9606.ENSP00000358525	9606.ENSP00000356331	0	0	0	0	0	0	0	0.455	0.455
STAT3	XBP1	4435468	4432900	9606.ENSP00000264657	9606.ENSP00000216037	0	0	0	0	0.061	0	0	0.444	0.455
PPARG	COL1A1	4436745	4433346	9606.ENSP00000287820	9606.ENSP00000225964	0	0	0	0	0	0.051	0	0.449	0.455
TNFAIP3	SOCS1	4451592	4440100	9606.ENSP00000481570	9606.ENSP00000329418	0	0	0	0	0.100	0	0	0.420	0.455
IL10	GDNF	4448642	4448501	9606.ENSP00000412237	9606.ENSP00000409007	0	0	0	0	0	0	0	0.455	0.455
IRF8	IFIH1	4435834	4435285	9606.ENSP00000268638	9606.ENSP00000263642	0	0	0	0	0.098	0	0	0.421	0.455
ALOX5	HPGD	4444382	4437300	9606.ENSP00000363512	9606.ENSP00000296522	0	0	0	0	0.063	0	0	0.443	0.455
ICAM1	VTN	4435501	4433357	9606.ENSP00000264832	9606.ENSP00000226218	0	0	0	0	0	0	0	0.455	0.455
PLA2G2A	ALB	4447011	4437206	9606.ENSP00000383364	9606.ENSP00000295897	0	0	0	0	0.065	0	0	0.442	0.455
IL33	IL21	4445550	4435442	9606.ENSP00000370842	9606.ENSP00000264497	0	0	0	0	0	0	0	0.455	0.455
NF1	FOS	4442095	4438204	9606.ENSP00000351015	9606.ENSP00000306245	0	0	0	0	0	0.128	0	0.400	0.455
TNF	XBP1	4448041	4432900	9606.ENSP00000398698	9606.ENSP00000216037	0	0	0	0	0	0	0	0.455	0.455
CD163	ICAM1	4442211	4435501	9606.ENSP00000352071	9606.ENSP00000264832	0	0	0	0	0	0	0	0.455	0.455
CTGF	CASP3	4442998	4438651	9606.ENSP00000356954	9606.ENSP00000311032	0	0	0	0	0	0	0	0.455	0.455
PTPRC	RORC	4448605	4439892	9606.ENSP00000411355	9606.ENSP00000327025	0	0	0	0	0.058	0	0	0.445	0.455
CD274	IL2RA	4445568	4445295	9606.ENSP00000370989	9606.ENSP00000369293	0	0	0	0	0.074	0	0	0.435	0.455
F11R	CD3D	4443014	4437689	9606.ENSP00000357005	9606.ENSP00000300692	0	0	0	0	0	0	0	0.455	0.455
GUSB	GALM	4437888	4436012	9606.ENSP00000302728	9606.ENSP00000272252	0.219	0	0	0	0.063	0	0	0.316	0.455
TAC1	PHOX2B	4439413	4433368	9606.ENSP00000321106	9606.ENSP00000226382	0	0	0	0	0	0	0	0.455	0.455
IL16	CCR2	4437914	4436955	9606.ENSP00000302935	9606.ENSP00000292301	0	0	0	0	0.160	0.084	0	0.349	0.455
CASP3	SERPINE1	4438651	4433266	9606.ENSP00000311032	9606.ENSP00000223095	0	0	0	0	0	0	0	0.455	0.455
NCF4	TLR8	4446646	4438750	9606.ENSP00000380334	9606.ENSP00000312082	0	0	0	0	0.348	0	0	0.198	0.455
NOS3	TIMP1	4437409	4433052	9606.ENSP00000297494	9606.ENSP00000218388	0	0	0	0	0	0	0	0.455	0.455
NFATC1	STAT5A	4447603	4441128	9606.ENSP00000389377	9606.ENSP00000341208	0	0	0	0	0.098	0	0	0.421	0.455
SPP1	MAPK1	4446370	4432880	9606.ENSP00000378517	9606.ENSP00000215832	0	0	0	0	0	0	0	0.455	0.455
HRAS	CRK	4448459	4437675	9606.ENSP00000407586	9606.ENSP00000300574	0	0	0	0	0.063	0	0	0.442	0.455
CD244	LAMP1	4443016	4440443	9606.ENSP00000357012	9606.ENSP00000333298	0	0	0	0	0	0	0	0.455	0.455
CD44	CTGF	4448037	4442998	9606.ENSP00000398632	9606.ENSP00000356954	0	0	0	0	0.061	0	0	0.444	0.455
RELA	SMAD3	4447098	4440414	9606.ENSP00000384273	9606.ENSP00000332973	0	0	0	0	0.045	0.109	0	0.411	0.455
CCND3	MCL1	4444072	4443243	9606.ENSP00000362082	9606.ENSP00000358022	0	0	0	0	0.062	0	0	0.442	0.454
NOTCH1	DNMT3A	4436260	4435481	9606.ENSP00000277541	9606.ENSP00000264709	0	0	0	0	0.061	0	0	0.443	0.454
KPNA1	HSPA4	4441361	4437917	9606.ENSP00000343701	9606.ENSP00000302961	0	0	0	0	0.061	0.408	0	0.096	0.454
AIF1	NOS3	4444670	4437409	9606.ENSP00000365227	9606.ENSP00000297494	0	0	0	0	0	0.308	0	0.244	0.454
ELAVL1	IL18	4447216	4436375	9606.ENSP00000385269	9606.ENSP00000280357	0	0	0	0	0	0	0	0.454	0.454
TGFB2	IL4	4442765	4433533	9606.ENSP00000355896	9606.ENSP00000231449	0	0	0	0	0.062	0	0	0.442	0.454
CCRL2	IL3RA	4441993	4439962	9606.ENSP00000349967	9606.ENSP00000327890	0	0	0	0	0.088	0	0	0.426	0.454
RELA	CSF2	4447098	4437349	9606.ENSP00000384273	9606.ENSP00000296871	0	0	0	0	0	0	0	0.454	0.454
IL6	POU5F1	4447254	4434735	9606.ENSP00000385675	9606.ENSP00000259915	0	0	0	0	0	0	0	0.454	0.454
JAK2	FOXP3	4445579	4444690	9606.ENSP00000371067	9606.ENSP00000365380	0	0	0	0	0	0.099	0	0.419	0.454
NLRP3	IL1A	4440784	4435240	9606.ENSP00000337383	9606.ENSP00000263339	0	0	0	0	0.065	0	0	0.441	0.454
IL10	KDR	4448642	4435337	9606.ENSP00000412237	9606.ENSP00000263923	0	0	0	0	0	0	0	0.454	0.454
RELA	IL1RN	4447098	4434682	9606.ENSP00000384273	9606.ENSP00000259206	0	0	0	0	0	0.288	0	0.265	0.454
CD226	SELL	4436365	4433660	9606.ENSP00000280200	9606.ENSP00000236147	0	0	0	0	0.091	0	0	0.424	0.454
CD24	CD33	4451824	4435042	9606.ENSP00000483985	9606.ENSP00000262262	0	0	0	0	0	0	0	0.454	0.454
PSMB10	IFNG	4442129	4433446	9606.ENSP00000351314	9606.ENSP00000229135	0	0	0	0	0.061	0	0	0.442	0.454
TNF	SMAD7	4448041	4435020	9606.ENSP00000398698	9606.ENSP00000262158	0	0	0	0	0	0	0	0.454	0.454
ACTA2	TWIST1	4448229	4433815	9606.ENSP00000402373	9606.ENSP00000242261	0	0	0	0	0.084	0	0	0.428	0.454
NR4A1	TNF	4449965	4448041	9606.ENSP00000440864	9606.ENSP00000398698	0	0	0	0	0	0.183	0	0.360	0.454
IL10	DNTT	4448642	4443688	9606.ENSP00000412237	9606.ENSP00000360216	0	0	0	0	0	0	0	0.454	0.454
DKK1	EGF	4444299	4435570	9606.ENSP00000363081	9606.ENSP00000265171	0	0	0	0	0	0.050	0	0.449	0.454
